AssetIDNo,Building,CSI,CSI Div,Callout,Campus,ClassBlanket,ClassCompliance,ClassCondition,ClassInterconnect,ClassPriority,ClassWarranty,CostEstimateatStart,Currently Indiv item tracked?,Currently Waldrop ID Tag?,DistrictResponsible,EqWarranty,EqWarrantyDigital,EqWarrantyDuration,EqWarrantyExpires,EqWarrantyStarts,FAIDNo,Floor,Fusion#,GeneralvsFixed,Item,Item a Consumable ?,Latitude,LifeCycleDuration,LifeCycleExpires,Longitide,Make,Model,OM,OMBinderNo,OMDigital,OMTabNo,OrigContract,OrigContractor,Project,Project#,ProjectName,Recommend Indiv item Tracking?,Recommend Waldrop ID Tag?,Room,RoomName,SerialNo,ServiceContract,ServiceContractCo,Sheet,SubGroup01,SubGroup02,SubGroup03,SubGroup04,Submittal,SubmittalDigital,Takeoff,Unnamed: 51,Unnamed: 52,Unnamed: 54,Unnamed: 57,sheet
,Voc Tech,23-HVAC,23,VAV-3,City,,,,,,,,,,,,,,,,,3,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,325,Shared Fac Office,,,,M2.3,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-2,City,,,,,,,,,,,,,,,,,3,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,325,Shared Fac Office,,,,M2.3,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-5,City,,,,,,,,,,,,,,,,,3,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,335,Computer Simulation,,,,M2.3,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-2,City,,,,,,,,,,,,,,,,,3,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,335,Computer Simulation,,,,M2.3,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-4,City,,,,,,,,,,,,,,,,,3,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,335,Computer Simulation,,,,M2.3,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-1,City,,,,,,,,,,,,,,,,,3,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,336,Control Room,,,,M2.3,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-3,City,,,,,,,,,,,,,,,,,3,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,337,Med Simulation,,,,M2.3,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-3,City,,,,,,,,,,,,,,,,,3,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,338,Control Room,,,,M2.3,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-4,City,,,,,,,,,,,,,,,,,3,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,319,Fac Office,,,,M2.3,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-1,City,,,,,,,,,,,,,,,,,3,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,330,Hallway,,,,M2.3,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-1,City,,,,,,,,,,,,,,,,,3,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,331,Admin Reception,,,,M2.3,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-1,City,,,,,,,,,,,,,,,,,3,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,331,Admin Reception,,,,M2.3,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-1,City,,,,,,,,,,,,,,,,,3,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,338-?,Control Room,,,,M2.3,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-1,City,,,,,,,,,,,,,,,,,3,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,338-?,Control Room,,,,M2.3,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-1,City,,,,,,,,,,,,,,,,,3,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,341,Med Simulation,,,,M2.3,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-1,City,,,,,,,,,,,,,,,,,3,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,341,Med Simulation,,,,M2.3,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-3,City,,,,,,,,,,,,,,,,,3,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,348,Exam Lab,,,,M2.3,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-5,City,,,,,,,,,,,,,,,,,3,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,348,Exam Lab,,,,M2.3,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-1,City,,,,,,,,,,,,,,,,,3,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,348,Exam Lab,,,,M2.3,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-1,City,,,,,,,,,,,,,,,,,3,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,345,Exam Lab,,,,M2.3,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-1,City,,,,,,,,,,,,,,,,,3,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,345,Exam Lab,,,,M2.3,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-1,City,,,,,,,,,,,,,,,,,3,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,346,,,,,M2.3,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-4,City,,,,,,,,,,,,,,,,,3,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,347,Exam Lab,,,,M2.3,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-5,City,,,,,,,,,,,,,,,,,3,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,353,Skills Lab,,,,M2.3,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-1,City,,,,,,,,,,,,,,,,,3,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,353,Skills Lab,,,,M2.3,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-4,City,,,,,,,,,,,,,,,,,3,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,353,Skills Lab,,,,M2.3,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-6,City,,,,,,,,,,,,,,,,,3,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,353,Skills Lab,,,,M2.3,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-4,City,,,,,,,,,,,,,,,,,3,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,353,Skills Lab,,,,M2.3,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-5,City,,,,,,,,,,,,,,,,,3,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,353,Skills Lab,,,,M2.3,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-3,City,,,,,,,,,,,,,,,,,3,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,353,Skills Lab,,,,M2.3,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-2,City,,,,,,,,,,,,,,,,,3,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,353,Skills Lab,,,,M2.3,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-4,City,,,,,,,,,,,,,,,,,3,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,309,MultiPurpose Room,,,,M2.3,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-3,City,,,,,,,,,,,,,,,,,3,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,310,MultiPurpose Room,,,,M2.3,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-3,City,,,,,,,,,,,,,,,,,3,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,310,MultiPurpose Room,,,,M2.3,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-4,City,,,,,,,,,,,,,,,,,3,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,310,MultiPurpose Room,,,,M2.3,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-4,City,,,,,,,,,,,,,,,,,3,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,310,MultiPurpose Room,,,,M2.3,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-2,City,,,,,,,,,,,,,,,,,4,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,?,,,,,M2.4,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-2,City,,,,,,,,,,,,,,,,,4,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,?,,,,,M2.4,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-2,City,,,,,,,,,,,,,,,,,4,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,?,,,,,M2.4,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-2,City,,,,,,,,,,,,,,,,,4,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,?,,,,,M2.4,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-2,City,,,,,,,,,,,,,,,,,4,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,414,Fac Office,,,,M2.4,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-5,City,,,,,,,,,,,,,,,,,4,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,419,Nursing Multi Classroom,,,,M2.4,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,EF-2,City,,,,,,,,,,,,,,,,,4,24.0,,EF,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,?,,,,,M2.4,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,EF-4,City,,,,,,,,,,,,,,,,,4,24.0,,EF,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,?,,,,,M2.4,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-3,City,,,,,,,,,,,,,,,,,4,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,412,Digital Print Finishing Room,,,,M2.4,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-2,City,,,,,,,,,,,,,,,,,4,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,412,Digital Print Finishing Room,,,,M2.4,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-5,City,,,,,,,,,,,,,,,,,4,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,411,Prep Critique Multi Lab,,,,M2.4,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-4,City,,,,,,,,,,,,,,,,,4,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,411,Prep Critique Multi Lab,,,,M2.4,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-4,City,,,,,,,,,,,,,,,,,4,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,411,Prep Critique Multi Lab,,,,M2.4,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-3,City,,,,,,,,,,,,,,,,,4,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,410,Digital Imaging Lab,,,,M2.4,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-4,City,,,,,,,,,,,,,,,,,4,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,410,Digital Imaging Lab,,,,M2.4,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-4,City,,,,,,,,,,,,,,,,,4,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,409,Digital Imaging Lab,,,,M2.4,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-4,City,,,,,,,,,,,,,,,,,4,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,409,Digital Imaging Lab,,,,M2.4,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-3,City,,,,,,,,,,,,,,,,,4,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,422,Student Lockers,,,,M2.4,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-4,City,,,,,,,,,,,,,,,,,4,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,422,Student Lockers,,,,M2.4,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-4,City,,,,,,,,,,,,,,,,,4,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,422,Student Lockers,,,,M2.4,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-2,City,,,,,,,,,,,,,,,,,4,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,422,Student Lockers,,,,M2.4,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-1,City,,,,,,,,,,,,,,,,,4,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,427,Digital Imaging Lab,,,,M2.4,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-4,City,,,,,,,,,,,,,,,,,4,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,427,Digital Imaging Lab,,,,M2.4,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-2,City,,,,,,,,,,,,,,,,,4,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,427,Digital Imaging Lab,,,,M2.4,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-4,City,,,,,,,,,,,,,,,,,4,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,427,Digital Imaging Lab,,,,M2.4,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-4,City,,,,,,,,,,,,,,,,,4,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,428,Prep Critique Multi Lab,,,,M2.4,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-4,City,,,,,,,,,,,,,,,,,4,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,420,Conference Seminar Room,,,,M2.4,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-6,City,,,,,,,,,,,,,,,,,4,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,420,Conference Seminar Room,,,,M2.4,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-5,City,,,,,,,,,,,,,,,,,4,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,428,Prep Critique Multi Lab,,,,M2.4,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-1,City,,,,,,,,,,,,,,,,,5,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,516,Digital Analog Prep Lab,,,,M2.5,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-4,City,,,,,,,,,,,,,,,,,5,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,516,Digital Analog Prep Lab,,,,M2.5,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-4,City,,,,,,,,,,,,,,,,,5,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,516,Digital Analog Prep Lab,,,,M2.5,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-4,City,,,,,,,,,,,,,,,,,5,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,516,Digital Analog Prep Lab,,,,M2.5,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-1,City,,,,,,,,,,,,,,,,,5,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,520,On-Duty Lab Instruction,,,,M2.5,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-2,City,,,,,,,,,,,,,,,,,5,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,520,On-Duty Lab Instruction,,,,M2.5,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-3,City,,,,,,,,,,,,,,,,,5,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,519,Equipment Storage,,,,M2.5,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-2,City,,,,,,,,,,,,,,,,,5,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,519,Equipment Storage,,,,M2.5,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-4,City,,,,,,,,,,,,,,,,,5,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,515,Digital / Analog Prep Lab,,,,M2.5,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-3,City,,,,,,,,,,,,,,,,,5,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,513,Small Digital Analog Prep Lab,,,,M2.5,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-3,City,,,,,,,,,,,,,,,,,5,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,513,Small Digital Analog Prep Lab,,,,M2.5,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-3,City,,,,,,,,,,,,,,,,,5,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,513,Small Digital Analog Prep Lab,,,,M2.5,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-5,City,,,,,,,,,,,,,,,,,5,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,523,Digital Analog Prep Lab,,,,M2.5,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-1,City,,,,,,,,,,,,,,,,,5,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,531,Film Load,,,,M2.5,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-3,City,,,,,,,,,,,,,,,,,5,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,523,Digital Analog Prep Lab,,,,M2.5,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-1,City,,,,,,,,,,,,,,,,,5,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,525,Film,,,,M2.5,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-1,City,,,,,,,,,,,,,,,,,5,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,525,Film,,,,M2.5,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-4,City,,,,,,,,,,,,,,,,,5,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,523,Digital Analog Prep Lab,,,,M2.5,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-3,City,,,,,,,,,,,,,,,,,5,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,510,Imaging Studio Dress Room,,,,M2.5,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-4,City,,,,,,,,,,,,,,,,,5,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,533,Digital/Analog Repair Office,,,,M2.5,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-1,City,,,,,,,,,,,,,,,,,5,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,510,Imaging Studio Dress Room,,,,M2.5,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-4,City,,,,,,,,,,,,,,,,,5,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,509,Digital/Analog Equip Issue & Storage Room,,,,M2.5,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-5,City,,,,,,,,,,,,,,,,,5,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,538,Equipment Storage,,,,M2.5,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-1,City,,,,,,,,,,,,,,,,,5,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,538,Equipment Storage,,,,M2.5,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-3,City,,,,,,,,,,,,,,,,,5,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,538,Equipment Storage,,,,M2.5,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-3,City,,,,,,,,,,,,,,,,,5,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,538,Equipment Storage,,,,M2.5,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-7,City,,,,,,,,,,,,,,,,,5,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,541,Digital/ Analog Multi Critique Studio,,,,M2.5,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-4,City,,,,,,,,,,,,,,,,,5,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,536,Equipment Storage,,,,M2.5,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-3,City,,,,,,,,,,,,,,,,,5,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,544,Hallway,,,,M2.5,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-2,City,,,,,,,,,,,,,,,,,5,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,544,Hallway,,,,M2.5,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-1,City,,,,,,,,,,,,,,,,,5,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,544,Hallway,,,,M2.5,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-3,City,,,,,,,,,,,,,,,,,5,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,544,Hallway,,,,M2.5,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,VAV-3,City,,,,,,,,,,,,,,,,,5,24.0,,VAV,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,544,Hallway,,,,M2.5,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,EF-9,City,,,,,,,,,,,,,,,,,R,24.0,,EF,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,R,Roof,,,,M2.6,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,EF-5,City,,,,,,,,,,,,,,,,,R,24.0,,EF,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,R,Roof,,,,M2.6,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,EF-3,City,,,,,,,,,,,,,,,,,R,24.0,,EF,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,R,Roof,,,,M2.6,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,FC-2,City,,,,,,,,,,,,,,,,,R,24.0,,FC,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,R,Roof,,,,M2.6,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,FC-3,City,,,,,,,,,,,,,,,,,R,24.0,,FC,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,R,Roof,,,,M2.6,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,AC-1,City,,,,,,,,,,,,,,,,,R,24.0,,AC,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,R,Roof,,,,M2.6,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,AC-2,City,,,,,,,,,,,,,,,,,R,24.0,,AC,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,R,Roof,,,,M2.6,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,AC-3,City,,,,,,,,,,,,,,,,,R,24.0,,AC,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,R,Roof,,,,M2.6,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,AC-4,City,,,,,,,,,,,,,,,,,R,24.0,,AC,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,R,Roof,,,,M2.6,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,CU-1,City,,,,,,,,,,,,,,,,,R,24.0,,CU,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,R,Roof,,,,M2.6,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,CU-2,City,,,,,,,,,,,,,,,,,R,24.0,,CU,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,R,Roof,,,,M2.6,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,CU-3,City,,,,,,,,,,,,,,,,,R,24.0,,CU,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,R,Roof,,,,M2.6,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,B-1,City,,,,,,,,,,,,,,,,,R,24.0,,B,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,R,Roof,,,,M2.6,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,B-2,City,,,,,,,,,,,,,,,,,R,24.0,,B,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,R,Roof,,,,M2.6,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,P-1,City,,,,,,,,,,,,,,,,,R,24.0,,P,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,R,Roof,,,,M2.6,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,P-2,City,,,,,,,,,,,,,,,,,R,24.0,,P,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,R,Roof,,,,M2.6,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,AS-1,City,,,,,,,,,,,,,,,,,R,24.0,,AS,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,R,Roof,,,,M2.6,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,ET-1,City,,,,,,,,,,,,,,,,,R,24.0,,ET,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,R,Roof,,,,M2.6,,,,,,,Yes,,,,,11220
,Voc Tech,23-HVAC,23,EF-1,City,,,,,,,,,,,,,,,,,LL,24.0,,EF,,,,,,,,,,,,,,11220.0,,Career Technology Center,,,LL,Lower Level,,,,M2.0P,,,,,,,Yes,,,,,11220
